施設名,パートナー,所在地,カテゴリ,金額,金額（税抜・万円/年）,状況,住所,GoogleMap,GoogleマップURL,経度,緯度,契約期間（年）,契約期間(詳細）,掲載元URL,備考,,,,,,,,
広島市 【東区民文化センター館】（愛称：マリモホールディングス東区民文化センター）,株式会社マリモホールディングス,広島県,文化交流施設,年額100万円（税抜）／1施設,100,契約期間中,広島県広島市東区東蟹屋町10-31,地図を見る,https://www.google.co.jp/maps/search/広島県広島市東区東蟹屋町10-31,132.4837355,34.3954034,4,4年（2026年4月1日～2030年3月31日）,https://www.city.hiroshima.lg.jp/tourism-culture/history/1026883/1020569.html,東区図書館 愛称：マリモホールディングス東区図書館 含む,,,,,,,,
広島市 【安芸区民文化センター】（愛称：マリモホールディングス安芸区民文化センター）,株式会社マリモホールディングス,広島県,文化交流施設,年額100万円（税抜）／1施設,100,契約期間中,広島県広島市安芸区船越南3-2-16,地図を見る,https://www.google.co.jp/maps/search/広島県広島市安芸区船越南3-2-16,132.5267921,34.372102,4,4年（2026年4月1日～2030年3月31日）,https://www.city.hiroshima.lg.jp/tourism-culture/history/1026883/1020569.html,安芸区図書館 愛称：マリモホールディングス安芸区図書館 含む,,,,,,,,
広島市 【アステールプラザ】（愛称：JMSアステールプラザ）,株式会社ジェイ・エム・エス,広島県,文化交流施設,非公表,,契約期間中,広島県広島市中区加古町4-17,地図を見る,https://www.google.co.jp/maps/search/広島県広島市中区加古町4-17,132.4480621,34.3877739,5,5年（2025年4月～2030年3月）,https://www.city.hiroshima.lg.jp/shisei/zaisei/1027452/1027454/1019026.html,なし,,,,,,,,
広島市 【広島市まちづくり市民交流プラザ】（愛称：合人社ウェンディひと・まちプラザ）,株式会社合人社計画研究所,広島県,文化交流施設,非公表,,契約期間中,広島県広島市中区袋町6-36,地図を見る,https://www.google.co.jp/maps/search/広島県広島市中区袋町6-36,132.4590305,34.3913692,5,5年（2025年4月～2030年3月）,https://www.city.hiroshima.lg.jp/shisei/zaisei/1027452/1027454/1019026.html,なし,,,,,,,,
広島市 【広島市交通科学館】（愛称：ヌマジ交通ミュージアム）,株式会社アフィス,広島県,文化交流施設,非公表,,契約期間中,広島県広島市安佐南区長楽寺2-12-2,地図を見る,https://www.google.co.jp/maps/search/広島県広島市安佐南区長楽寺2-12-2,132.4282309,34.4706214,3,3年（2024年4月～2027年3月）,https://www.city.hiroshima.lg.jp/shisei/zaisei/1027452/1027454/1019026.html,なし,,,,,,,,
広島市 【広島市こども文化科学館】（愛称：5－Daysこども図書館）,株式会社5コーポレーション,広島県,教育施設等,非公表,,契約期間中,広島県広島市中区基町5-83,地図を見る,https://www.google.co.jp/maps/search/広島県広島市中区基町5-83,132.4537187,34.3985476,3,3年（2023年9月～2026年8月）,https://www.city.hiroshima.lg.jp/shisei/zaisei/1027452/1027454/1019026.html,広島市こども図書館 愛称：5－Daysこども図書館含む,,,,,,,,
広島市 【広島市西区民文化センター】（愛称：コジマホールディングス西区民文化センター）,株式会社コジマホールディングス,広島県,文化交流施設,非公表,,契約期間中,広島県広島市西区横川新町6-1,地図を見る,https://www.google.co.jp/maps/search/広島県広島市西区横川新町6-1,132.4486265,34.4087622,5,5年（2025年4月～2030年3月）,https://www.city.hiroshima.lg.jp/shisei/zaisei/1027452/1027454/1019026.html,広島市立西区図書館 愛称：コジマホールディングス西区図書館 含む,,,,,,,,
広島市 【広島市安佐南区民文化センター】（愛称：マエダハウジング安佐南区民文化センター）,株式会社マエダハウジング,広島県,文化交流施設,非公表,,契約期間中,広島県広島市安佐南区中筋1-22-17,地図を見る,https://www.google.co.jp/maps/search/広島県広島市安佐南区中筋1-22-17,132.4745112,34.4516477,5,5年（2025年4月～2030年3月）,https://www.city.hiroshima.lg.jp/shisei/zaisei/1027452/1027454/1019026.html,広島市立安佐南区図書館 愛称：マエダハウジング安佐南区図書館含む,,,,,,,,
広島市 【広島市似島歓迎交流センター】（愛称：ユーハイム似島歓迎交流センター）,株式会社ユーハイム,広島県,文化交流施設,非公表,,契約期間中,広島県広島市南区似島町字東大谷182,地図を見る,https://www.google.co.jp/maps/search/広島県広島市南区似島町字東大谷182,132.4398175,34.3086315,5,5年（2024年4月～2029年3月）,https://www.city.hiroshima.lg.jp/shisei/zaisei/1027452/1027454/1019026.html,なし,,,,,,,,
広島市 【広島市民球場】（愛称：MAZDA Zoom-Zoomスタジアム広島）,マツダ株式会社,広島県,スポーツ施設,年額2億2千万円（税抜）,22000,契約期間中,広島県広島市南区南蟹屋2-3-1,地図を見る,https://www.google.co.jp/maps/search/広島県広島市南区南蟹屋2-3-1,132.4845782,34.391273,5,5年（2024年4月1日～2029年3月31日）,https://www.city.hiroshima.lg.jp/shisei/kouhou/1004010/1027481/1005638/1005671.html,契約更新,,,,,,,,
広島市 【広島サッカースタジアム】（愛称：EDION PEACE WING HIROSHIMA）,株式会社エディオン,広島県,スポーツ施設,"年額90,909,091円（税抜）",9091,契約期間中,広島県広島市中区基町15-2-1,地図を見る,https://www.google.co.jp/maps/search/広島県広島市中区基町15-2-1,132.4544066,34.4014885,10,10年（2024年2月～2034年1月）,https://www.city.hiroshima.lg.jp/business/kassei/1021942/1026864/1020212.html,なし,,,,,,,,
広島市 【広島広域公園陸上競技場】（愛称：ホットスタッフフィールド広島）,株式会社ホットスタッフ広島,広島県,スポーツ施設,"年額6,545,455円（税抜）",655,契約期間中,広島県広島市安佐南区大塚西5-1-1,地図を見る,https://www.google.co.jp/maps/search/広島県広島市安佐南区大塚西5-1-1,132.3941172,34.444006,6,6年（2024年3月1日～2030年2月28日）,https://www.city.hiroshima.lg.jp/living/park-green/1005983/1026355/1018228.html,なし,,,,,,,,
広島市 【広島広域公園第一球技場】（愛称：サンフレッチェビレッジ広島第一球技場）,株式会社サンフレッチェ広島,広島県,スポーツ施設,年額220万円（税抜）,220,契約期間中,広島県広島市安佐南区大塚西5-1-1,地図を見る,https://www.google.co.jp/maps/search/広島県広島市安佐南区大塚西5-1-1,132.3941172,34.444006,5,5年（2024年6月1日～2029年5月31日）,https://www.city.hiroshima.lg.jp/living/park-green/1005983/1026355/1018230.html,なし,,,,,,,,
広島市 【広島市中央庭球場】（愛称：広島翔洋テニスコート）,学校法人広島白鳩学園,広島県,スポーツ施設,非公表,,契約期間中,広島県広島市中区基町2-18,地図を見る,https://www.google.co.jp/maps/search/広島県広島市中区基町2-18,132.4601261,34.3982518,5,5年（2025年4月～2030年3月）,https://www.city.hiroshima.lg.jp/shisei/zaisei/1027452/1027454/1019026.html,なし,,,,,,,,
広島市 【広島市中区スポーツセンター】（愛称：コジマホールディングス中区スポーツセンター）,株式会社コジマホールディングス,広島県,スポーツ施設,非公表,,契約期間中,広島県広島市中区千田町3-8-12,地図を見る,https://www.google.co.jp/maps/search/広島県広島市中区千田町3-8-12,132.4571416,34.3757158,5,5年（2025年4月～2030年3月）,https://www.city.hiroshima.lg.jp/shisei/zaisei/1027452/1027454/1019026.html,なし,,,,,,,,
広島市 【広島市総合屋内プール】（愛称：ひろしんビッグウェーブ）,広島信用金庫,広島県,スポーツ施設,非公表,,契約期間中,広島県広島市東区牛田新町1-8-3,地図を見る,https://www.google.co.jp/maps/search/広島県広島市東区牛田新町1-8-3,132.4672051,34.416404,5,5年（2025年4月～2030年3月）,https://www.city.hiroshima.lg.jp/shisei/zaisei/1027452/1027454/1019026.html,なし,,,,,,,,
広島市 【広島市東区スポーツセンター】（愛称：マエダハウジング東区スポーツセンター）,株式会社マエダハウジング,広島県,スポーツ施設,非公表,,契約期間中,広島県広島市東区牛田新町1-8-3,地図を見る,https://www.google.co.jp/maps/search/広島県広島市東区牛田新町1-8-3,132.4672051,34.416404,5,5年（2025年4月～2030年3月）,https://www.city.hiroshima.lg.jp/shisei/zaisei/1027452/1027454/1019026.html,なし,,,,,,,,
広島市 【広島市安佐北区スポーツセンター】（愛称：大和興産安佐北区スポーツセンター）,株式会社大和興産,広島県,スポーツ施設,非公表,,契約期間中,広島県広島市安佐北区深川2-50-1,地図を見る,https://www.google.co.jp/maps/search/広島県広島市安佐北区深川2-50-1,132.5166999,34.4928734,5,5年（2025年4月～2030年3月）,https://www.city.hiroshima.lg.jp/shisei/zaisei/1027452/1027454/1019026.html,なし,,,,,,,,
広島市 【広島市安佐南区スポーツセンター】（愛称：プローバグループ安佐南区スポーツセンター）,株式会社プローバホールディングス,広島県,スポーツ施設,年額100万円（税抜）,100,契約期間中,広島県広島市安佐南区伴東3-13-16,地図を見る,https://www.google.co.jp/maps/search/広島県広島市安佐南区伴東3-13-16,132.4133051,34.469545,5,5年（2025年4月1日～2030年3月31日）,https://www.city.hiroshima.lg.jp/tourism-culture/sports/1021482/1032225.html,なし,,,,,,,,
広島市 【広島市観音新町運動広場】（愛称：内外工業いくえい会観音新町運動広場）,一般社団法人内外いくえい会,広島県,スポーツ施設,年額400万円（税抜）,400,契約期間中,広島県広島市西区観音新町4-10-170-8,地図を見る,https://www.google.co.jp/maps/search/広島県広島市西区観音新町4-10-170-8,132.4191102,34.3704082,5,5年3日（2025年3月29日～2030年3月31日）,https://www.city.hiroshima.lg.jp/shisei/kouhou/1004010/1033044/1033045/1032879.html,なし,,,,,,,,
広島市 【中筋バスターミナル】（愛称：大和興産中筋バスターミナル）,株式会社大和興産,広島県,交通・インフラ,非公表,,契約期間中,広島県広島市安佐南区中筋2-6-12,地図を見る,https://www.google.co.jp/maps/search/広島県広島市安佐南区中筋2-6-12,132.4772296,34.4510067,5,5年（2025年4月～2030年3月）,https://www.city.hiroshima.lg.jp/shisei/zaisei/1027452/1027454/1019026.html,なし,,,,,,,,
広島市 【大町バスターミナル】（愛称：大和興産大町バスターミナル）,株式会社大和興産,広島県,交通・インフラ,非公表,,契約期間中,広島県広島市安佐南区大町東2-9-24,地図を見る,https://www.google.co.jp/maps/search/広島県広島市安佐南区大町東2-9-24,132.4705782,34.4613248,5,5年（2025年4月～2030年3月）,https://www.city.hiroshima.lg.jp/shisei/zaisei/1027452/1027454/1019026.html,なし,,,,,,,,
広島市 【旧広島市民球場跡地イベント広場】 （愛称：HIROSHIMA GATE PARK PLAZA）,エヌ・ティ・ティ都市開発株式会社,広島県,公園・屋外空間,"年額1,950万円（税抜）",1950,契約期間中,広島県広島市中区基町5,地図を見る,https://www.google.co.jp/maps/search/広島県広島市中区基町5,132.4546558,34.3973488,5,5年（2023年3月31日から2028年3月31日）,https://www.city.hiroshima.lg.jp/shisei/zaisei/1027452/1027454/1019026.html,なし,,,,,,,,
広島市 【安佐動物公園こども動物園（ぴーちくパーク）】（愛称：三井のリハウス ぴーちくパーク）,三井不動産リアルティ中国株式会社,広島県,公園・屋外空間,年額330万円（税抜）,330,契約期間中,広島県広島市安佐北区安佐町動物園,地図を見る,https://www.google.co.jp/maps/search/広島県広島市安佐北区安佐町動物園,132.4423749,34.4970887,3,3年（2025年4月～2028年3月）,https://www.city.hiroshima.lg.jp/shisei/kouhou/1004010/1033044/1033046/1036779.html,なし,,,,,,,,
北九州市 【北九州市立桃園市民プール】（愛称：グローバルマーケットアクアパーク桃園）,株式会社 グローバルマーケット,福岡県,スポーツ施設,年額125万円（税抜）,125,契約期間中,福岡県北九州市八幡東区桃園3-1-6,地図を見る,https://www.google.co.jp/maps/search/福岡県北九州市八幡東区桃園3-1-6,130.7811299,33.8661298,5,5年（2025年6月1日～2030年5月31日）,https://www.city.kitakyushu.lg.jp/contents/01600248.html,なし,,,,,,,,
北九州市 【的場池球場】（愛称：福岡トヨタ的場池スタジアム）,福岡トヨタ自動車株式会社,福岡県,スポーツ施設,"年額909,091円（税抜）",91,契約期間中,福岡県北九州市八幡西区的場町2,地図を見る,https://www.google.co.jp/maps/search/福岡県北九州市八幡西区的場町2,130.748252,33.8413666,3,3年（2026年1月20日～2029年1月19日）,https://www.city.kitakyushu.lg.jp/contents/01600301.html,なし,,,,,,,,
北九州市 【小倉南体育館】（愛称：大庭産業アリーナ小倉南）,株式会社大庭産業,福岡県,スポーツ施設,"年額909,091円（税抜）",91,契約期間中,福岡県北九州市小倉南区日の出町2-5-1,地図を見る,https://www.google.co.jp/maps/search/福岡県北九州市小倉南区日の出町2-5-1,130.879145,33.8393141,3,3年（2026年1月20日～2029年1月19日）,https://www.city.kitakyushu.lg.jp/contents/01600301.html,なし,,,,,,,,
